2;5;-7;-24;-25;75;23;18
3;-3;4;-4;2;16;6;0
6;22;9;25;24;1;19;18
4;-12;-10;-16;-51;-20;-5;-9
9;37;-3;-26;-90;-76;-16;5
-11;-6;5;9;-7;-29;11;-6
-6;-7;-5;-8;38;-14;-1;-9
5;6;19;71;127;54;28;20
-7;15;1;-13;-18;-51;-8;-9
-7;-12;4;20;61;5;10;-4
14;20;-8;-12;6;0;18;9
5;0;-19;-31;-61;-84;-24;-19
5;2;16;8;-8;11;7;7
-9;-16;-18;-52;-114;-95;-18;-11
1;6;12;32;4;-41;17;22
-7;5;-2;5;42;40;2;-14
4;-12;-9;-26;-5;30;4;4
-18;-7;-7;7;-21;-14;-4;5
17;-8;7;12;30;58;21;19
-8;22;-7;-18;0;-3;-11;6
-15;-8;2;36;62;-12;-5;-11
-5;-16;-6;-42;-78;21;19;-6
12;13;10;18;34;63;-7;-3
24;19;-6;-2;-16;-4;10;13
-26;5;13;37;61;-20;10;2
-5;-2;10;27;120;10;10;-5
-10;1;-21;-43;-71;-51;-31;-10
-13;-3;0;5;-2;56;-53;-63
5;-8;2;38;59;30;1;-36
8;3;4;1;18;24;3;18
-10;-1;-3;-2;-1;-15;-10;8
7;10;4;-2;-30;75;46;26
-8;8;2;15;66;41;5;-8
8;18;-11;-10;-29;-51;-17;-8
-11;5;-10;-23;-106;-128;-19;-10
1;-3;-9;-19;-14;-10;-14;24
15;12;6;-14;-62;-9;33;58
11;8;12;6;-19;26;23;23
1;-9;-1;16;71;-4;3;-3
-3;13;6;-3;-11;9;-6;-14
7;2;4;13;40;46;-36;-16
-11;-8;-3;-9;6;11;2;-13
-1;-21;-20;-32;-55;-3;17;15
-3;20;-1;-1;62;103;-3;-2
5;14;10;10;50;34;9;6
-23;-14;-7;-30;-51;-18;-14;-10
4;11;4;42;75;8;10;2
6;19;9;-6;15;-8;7;9
-13;-1;-13;-33;-82;-38;-31;-22
7;-8;-4;-13;-19;30;2;23
-21;3;-6;-15;-49;-59;-6;-34
27;14;14;50;32;-67;5;-10
-8;0;2;2;68;38;23;22
1;-5;-3;-14;-24;11;5;3
0;-9;2;17;59;36;8;1
-2;1;10;11;56;15;3;-3
12;2;11;41;26;12;2;48
4;-3;-2;3;-14;-11;7;-4
0;20;-12;-20;19;29;-3;-8
16;9;-9;-21;-11;9;-15;-27
9;2;1;24;13;-2;-10;4
8;12;9;23;106;67;9;13
-4;7;0;2;-17;7;4;1
-1;8;4;11;30;3;1;-9
2;-8;-6;-4;-13;7;-6;4
4;-1;-2;-8;-33;31;9;27
-4;4;2;-1;8;-5;-3;0
-21;-12;-17;-25;-25;-17;-20;-21
-7;-10;-9;-13;-10;-7;1;-2
-4;-4;-3;-42;-87;-38;-12;-5
-1;16;17;76;122;14;13;5
-1;-8;-17;-23;-70;-54;-41;-26
-5;7;6;2;45;21;24;27
-14;-5;-10;-28;-2;27;-5;-21
14;3;14;45;71;17;7;6
-10;-11;-8;-4;-36;-128;-55;-51
-11;-7;-2;-8;-14;-20;14;6
5;2;-5;-14;1;8;-11;-11
3;-13;1;0;1;-14;6;31
-6;4;1;17;70;17;-11;7
-3;-24;1;-9;-30;-13;-3;-18
-7;0;-3;-14;-47;-20;-19;-9
6;9;4;-14;-10;-19;3;-1
-20;-17;-6;8;30;-11;-12;0
-4;-13;-13;-18;-81;-39;-2;-8
-1;6;-3;0;-39;27;-6;-11
-9;-3;-4;1;15;22;11;-5
14;-9;5;13;17;25;7;30
-9;6;-9;-5;-38;-41;-14;-17
-5;-11;-6;-22;-56;-22;-28;-46
-6;8;0;-13;-28;-24;1;11
8;-6;15;15;3;20;15;14
-1;6;1;4;20;3;27;16
-3;13;1;20;59;9;-7;-8
5;1;1;-8;-71;-95;-12;1
-9;-4;-6;-16;-42;-6;-6;-13
-1;0;6;39;77;86;9;3
13;4;-4;0;6;28;-9;-6
-6;-12;-1;-7;16;-5;-7;-43
-8;21;5;2;-11;18;3;1
2;3;-1;-1;6;7;6;1
-8;2;16;58;127;58;-14;7
-8;7;-6;-9;43;44;-8;-1
-11;-9;-10;-15;-35;-24;-10;-17
18;25;-2;-25;-68;-71;-44;-25
-15;-2;-9;-21;-87;-22;-36;-11
-7;-25;2;14;-1;5;-1;-7
8;11;2;5;26;62;-13;-15
-16;-9;3;0;51;55;11;2
12;1;13;31;89;48;18;18
-5;-1;-5;-9;17;15;-4;-9
-11;-19;-9;-15;-42;4;7;1
1;-6;-5;-11;-42;-3;-6;-6
0;-6;10;12;31;18;9;0
-3;9;7;8;9;13;3;6
8;-1;-7;13;80;66;12;6
-3;2;-8;-30;-68;-8;-8;-1
8;0;1;10;54;10;5;10
0;-8;1;3;5;55;32;39
-11;-2;-2;-3;8;3;5;-3
3;0;-5;-30;-69;-2;-3;-10
-3;-5;-1;20;36;-8;3;13
-6;5;-4;-9;-13;9;-16;-8
-21;-14;-5;-11;-23;16;9;6
7;-3;-13;-15;-18;7;-27;-7
-3;2;3;7;25;-48;-11;-2
0;-5;-13;-24;-16;52;-4;-7
-12;-8;1;-7;-59;-15;-6;-10
-7;3;4;6;8;0;0;-4
-9;-1;-8;-7;2;-33;-10;-8
-3;2;-9;-25;-86;-37;-1;4
-8;-17;-8;-7;-18;-1;-9;-5
-10;0;-10;-14;11;4;-28;-54
6;-7;13;22;58;-20;5;8
0;11;4;5;38;9;14;28
-5;4;-4;-3;27;19;12;3
2;9;-4;-16;-18;53;1;4
-11;-9;-4;0;-64;-21;-15;-3
2;16;5;19;46;8;-5;0
8;7;6;21;43;15;33;41
7;3;-4;-4;19;38;4;4
-5;0;-6;-8;-5;21;-1;-3
-5;6;0;-6;-11;-9;-35;-22
5;6;-2;0;16;58;9;1
-9;-14;5;-7;-36;-14;7;5
-10;-25;-8;1;27;21;17;5
-5;5;-7;-13;0;65;-10;-9
1;2;-6;-7;-21;-32;-3;-43
2;1;0;3;-22;-22;19;40
-5;-6;-4;-16;-60;6;-15;-26
-5;3;13;41;78;23;17;-3
-3;-12;-8;-28;-58;-30;-11;-10
-5;-3;1;13;25;89;43;13
1;3;2;11;6;-9;4;8
-7;0;-9;-13;2;10;-3;2
7;3;-2;-1;4;-4;7;-1
-12;-1;-5;2;-24;21;38;-5
17;5;-3;8;33;-30;1;94
4;16;-4;-22;14;80;0;-1
-5;-12;-8;-8;-21;-24;-8;-9
2;10;-5;-10;-62;-62;3;5
-19;-27;-1;-5;32;-5;-2;15
3;5;-3;-10;8;-15;-26;-29
7;6;-3;-12;59;-6;-7;-15
8;-14;-3;19;61;31;-5;1
-3;-4;-9;-6;-26;-41;-11;0
12;10;3;-4;-14;-14;34;61
-4;-7;-19;-36;-22;-13;-4;-1
11;0;22;40;41;17;7;13
-4;-2;-7;-30;-36;-47;-5;-4
-11;8;0;0;29;44;1;-9
-9;-7;-5;-10;2;4;29;18
20;5;-1;10;5;17;21;32
-3;-21;-12;-26;-66;-32;-24;7
-8;15;8;13;17;-15;-9;-9
-1;-13;6;15;23;-5;4;24
-28;-8;-11;-21;-47;-29;-15;-4
9;1;-1;-16;-42;7;18;17
-2;-9;-2;2;17;18;10;-7
-3;-1;-4;-9;-15;-26;-17;-23
-13;0;-8;-17;-73;-31;-14;-26
-4;-10;4;34;104;33;9;15
7;0;1;-10;11;33;-7;-45
-31;-8;-7;-19;-61;-73;2;3
31;-14;-3;11;0;-19;5;2
-7;-11;-7;1;-24;-19;-6;-2
1;0;-2;-18;-22;4;-6;-7
9;8;8;24;2;-12;15;5
-19;-4;-3;-40;-81;-61;-10;-7
7;15;5;4;15;-12;6;7
-8;-2;-16;-13;-12;4;-6;3
3;21;9;12;63;-28;9;5
2;19;8;20;40;56;21;9
-19;-27;-8;-8;-27;-42;0;8
2;5;-2;3;18;15;27;31
-8;-5;4;-4;-43;-15;1;-35
37;-13;-1;-12;-7;-3;-11;3
-12;0;0;17;49;18;-9;-9
-11;-4;-9;-22;-43;-41;2;25
3;13;-1;10;-15;53;-10;-11
6;4;7;8;32;61;7;-10
-15;-18;-7;-8;0;-5;3;14
6;6;-3;-9;-29;-22;-10;16
5;0;7;15;50;54;18;-3
7;3;4;4;-22;-68;-16;-1
-6;-3;-5;-21;-55;47;2;0
1;10;10;-21;-14;-13;2;2
2;-3;-6;4;18;16;26;9
-7;-2;7;25;27;7;-1;7
8;-4;-6;-17;9;-69;-28;-12
-7;-22;-5;-11;-1;32;-2;-5
2;-1;-4;2;-8;-5;-4;6
8;8;-13;-54;-56;42;-7;-2
-1;13;13;32;88;36;13;9
-7;-1;3;2;-1;-11;-5;5
2;-1;-8;-27;-20;-21;-12;12
-2;0;2;15;23;-3;-5;-29
-8;-10;-1;1;1;3;-19;-19
-12;-4;-13;-17;7;14;-6;22
-20;-2;-1;-5;3;-10;-17;-30
-15;-13;1;0;31;21;14;5
19;5;7;25;28;10;7;25
-23;-8;-3;2;7;-10;-6;-32
5;-5;-5;-10;-38;-42;-26;-41
-10;3;2;-2;-47;-22;-2;-5
6;-7;6;13;21;-27;8;7
5;11;-6;-14;-41;-37;7;-13
-7;22;6;12;-1;-8;-13;-10
20;-7;-5;-14;-1;17;-4;34
-18;-19;-13;-15;-26;-25;-19;-13
-3;-2;1;-2;0;10;4;-5
9;-4;-1;-4;-30;-70;-27;-78
0;-6;-4;-15;-36;7;19;7
1;1;0;4;-16;49;4;1
4;14;3;-13;-20;32;-7;3
-11;2;-10;-27;-81;-91;-30;-16
34;8;2;2;-7;-6;1;27
-14;-5;-5;-15;-39;-23;-10;-10
-16;-9;-12;-20;-35;-31;-3;1
-12;6;8;15;71;11;-16;-34
-4;10;0;-5;-1;-8;11;35
5;4;-1;5;24;67;11;43
-1;5;-9;-14;-20;-51;-4;1
-7;-2;5;-11;-66;-24;-19;-24
-8;-4;3;29;127;3;10;20
-11;0;-4;-5;-14;28;30;13
3;3;-11;-39;-99;-112;-16;-10
4;13;8;15;26;-34;-7;2
0;3;-16;-42;-71;-18;-24;1
15;14;26;112;127;67;34;34
-8;19;-3;-16;-34;-23;-4;-26
-9;-34;-11;-9;-12;-4;-3;-8
-1;-5;-4;-22;-19;-10;2;-4
6;9;15;15;59;55;54;36
3;11;-6;12;36;27;7;5
11;2;13;13;-3;-51;3;22
-3;-1;-8;1;-5;-2;-9;-1
9;8;3;1;7;-8;1;-12
-6;2;-3;-5;10;4;-13;1
12;-24;-9;-31;-88;-40;-6;36
4;21;18;39;74;22;21;16
13;-5;-8;-20;-13;-38;-6;-5
4;-12;2;20;47;11;8;12
-1;-5;12;26;3;0;3;-1
-13;-26;-13;-9;-65;-72;-10;-10
-3;5;5;-17;-39;-2;-6;-16
-4;-2;3;4;-21;-34;-12;-4
-4;-3;-3;-7;-13;-31;-11;0
5;9;2;7;35;19;-5;-3
12;-17;-5;-5;-33;-22;-2;-6
9;27;10;21;41;-6;28;25
20;-14;-4;-3;-26;-2;1;9
-5;2;-1;-1;0;1;18;-3
11;0;12;67;127;109;6;-11
-10;-1;-12;-26;-12;-8;-8;4
-2;-10;-1;-21;-47;-12;-7;-20
2;1;-8;-17;-41;-64;33;69
5;-1;-8;-2;17;11;13;9
-19;-28;0;-24;-70;-27;-20;-10
4;15;7;43;84;77;10;-18
7;-24;-10;-7;52;27;-8;12
11;7;3;-15;-81;15;-8;-13
-7;-14;3;15;20;-14;0;-12
0;-5;-10;-20;-50;-35;1;10
25;0;3;-7;3;19;28;106
-6;0;4;-8;28;6;1;-2
-3;11;0;1;8;13;2;-5
-4;-6;-12;-12;7;35;6;1
-1;-1;3;-3;-12;-8;-1;-6
-21;-4;-2;-4;-27;2;-1;-1
10;0;5;30;93;37;9;4
-4;0;-1;-13;-31;-18;-13;3
2;-4;3;5;14;25;2;-30
3;3;7;16;57;14;5;0
-10;-9;-7;-29;-26;-3;-5;-9
17;-2;-6;7;7;92;19;17
-3;-11;-3;-9;-12;-8;-3;-7
-6;3;0;-3;-16;-15;-11;-16
-3;3;-2;-8;-2;-5;-5;1
8;-5;4;2;-30;-54;-6;41
9;8;7;38;85;47;6;-8
-8;-6;6;24;47;46;22;5
7;13;4;-9;41;-23;-5;-17
-4;-5;-5;-3;5;-30;-2;4
12;10;4;12;4;-17;1;-10
-4;-4;-3;-20;-46;1;-4;-4
-15;1;-2;8;-7;-26;-11;-16
8;10;13;2;20;1;1;6
-10;-25;-10;-41;-96;-42;-2;-23
22;14;10;50;127;31;13;17
-2;1;2;13;35;23;27;38
-6;2;-4;-24;-40;4;1;-17
22;-8;2;17;3;-29;9;24
-16;-8;-1;20;105;41;8;-23
4;3;0;-23;-39;-4;-5;-30
-2;11;-3;-15;-51;63;0;0
1;3;1;15;4;30;10;3
-7;13;8;9;3;-27;-14;-24
-3;0;0;5;18;-23;-9;-28
-5;-13;-2;-3;-24;-36;4;7
1;12;9;2;1;37;8;2
0;-4;-4;-7;-18;-18;0;3
4;5;0;-14;-19;-36;2;6
-7;-6;0;-11;-39;7;-12;-14
-15;-15;-9;-6;8;1;1;2
9;9;3;24;125;20;16;5
-5;-3;-2;-17;-32;-24;-10;20
4;0;-3;1;12;7;-1;-1
2;-10;-7;4;33;80;18;21
-2;3;-7;-34;-71;-15;-22;-26
8;10;7;13;58;72;-16;16
2;-13;9;-4;-19;-33;17;10
-4;-8;-6;-13;-36;-23;-4;-18
9;11;4;13;-1;-5;-1;3
-22;-18;-12;-26;-69;-22;-19;-32
14;23;22;41;57;46;31;51
-1;-11;-13;-16;-56;-5;-16;-11
2;19;8;20;59;51;8;15
5;-6;-4;0;-27;-11;0;4
1;9;1;10;43;11;-11;-12
-11;-13;4;7;8;-10;-4;-7
1;-8;-13;-25;-33;-25;-5;-5
-14;7;5;35;95;49;12;4
-5;18;-6;5;-19;-71;-2;-12
3;-7;1;-6;-23;-38;15;17
1;-15;-2;20;13;-12;-4;-13
6;-2;-5;-15;-38;7;-11;15
-6;0;2;-4;18;2;5;-4
-3;-5;-2;-16;-10;-13;-6;-23
-8;3;1;14;-2;-60;-8;-33
-11;-4;-4;-13;-53;-44;-13;-18
11;-3;3;-10;-37;15;-13;-56
-12;-7;1;14;71;46;9;-28
-22;1;-4;8;-10;-18;-15;-27
21;22;14;14;75;74;30;27
9;-12;7;15;35;1;10;7
-20;-15;-17;-35;-82;-89;-43;-31
-10;-6;-1;-4;15;-26;-1;13
-9;-10;2;-7;-10;75;7;-20
32;47;22;71;122;-20;-23;11
-5;-16;-10;-11;-29;26;15;15
9;9;2;0;64;6;19;43
-8;2;-3;-30;-76;-16;-14;-12
0;-17;-11;-7;0;7;-4;-9
3;-8;-4;-1;-10;4;-1;6
-3;5;-5;-25;-46;-58;-8;-4
5;2;8;50;125;66;10;-1
-1;1;-3;-11;-6;24;29;23
6;0;-8;-26;-97;-70;18;61
-1;-9;-5;15;46;1;-5;-3
20;6;9;5;2;33;12;108
-5;-1;-2;-3;35;48;37;18
-11;-3;-1;-18;-24;63;5;-4
12;25;-1;23;81;42;3;17
-2;-36;-9;-19;-60;-44;7;6
21;4;16;56;127;-5;13;14
1;11;1;-20;-52;-37;4;4
-10;-14;-5;1;37;13;-4;5
-20;-21;-9;-21;-49;-51;-28;-31
17;-2;-2;5;-8;-62;10;21
-7;-8;5;15;-19;-32;21;3
-2;23;5;0;1;5;-32;-22
-12;-11;-11;-29;-67;-128;-20;-2
-1;-25;-12;-23;0;51;-6;-26
-1;7;-1;-12;-86;-128;2;-1
-7;-7;5;-5;53;-45;2;-2
-4;-31;-22;-29;-89;-47;-36;-15
0;13;-2;13;32;56;-15;-9
-4;5;-8;-21;-70;21;13;-29
-2;5;4;-4;-27;8;-3;-2
12;19;32;91;127;127;24;6
7;9;-4;-17;-48;5;8;9
2;21;20;37;127;127;40;21
-1;21;10;-3;62;68;-31;-19
-7;-5;3;12;-12;-38;17;3
-20;10;-26;-68;-128;-104;-98;-45
-7;-37;-1;1;27;14;-12;-6
-5;17;-7;-30;-128;-128;-37;-36
-8;-8;0;18;26;-28;7;-7
-2;0;-12;-32;-62;-10;-4;-15
2;19;10;25;127;127;31;18
15;-14;-7;-9;-12;-10;-3;2
1;22;-1;-11;-23;-9;-2;-1
3;-3;1;5;26;7;4;19
-25;7;-3;-24;-54;-40;-34;-29
-5;-13;1;6;14;53;17;13
20;2;-8;-32;-116;-66;10;48
-11;-26;-21;-55;-21;-25;-9;-13
-22;2;6;50;95;34;-14;-76
0;-27;1;-5;9;-62;0;13
26;-14;-5;2;-92;-128;52;39
10;9;10;44;95;16;10;1
2;-6;-23;-30;4;4;-10;-7
-4;2;-7;-32;-91;35;-43;-20
-8;-5;-5;-16;-45;-66;0;1
13;6;0;-2;8;-10;-11;8
-10;3;4;-14;-36;-45;9;8
4;3;7;16;49;-14;18;0
27;13;6;10;1;9;10;9
-1;-6;-2;-6;-24;-5;3;-2
-13;4;6;23;68;84;8;-8
4;0;6;4;-12;-11;10;-9
0;-4;0;-2;15;12;-8;-27
-11;-4;0;-4;13;24;6;-10
-4;-7;-10;-20;-27;-12;-6;6
-25;13;-9;-18;0;-42;-27;-33
32;-13;1;2;14;127;37;106
-13;-39;-20;-20;-49;2;-27;-13
5;4;14;17;116;127;48;2
-19;2;-6;-49;-66;3;-28;-30
1;-1;-4;33;-16;-74;-11;-7
-16;-13;6;-20;9;26;-6;0
-12;-5;-16;-28;-7;21;35;6
30;-17;-22;-17;-90;-128;-12;87
8;17;8;-1;-3;16;7;19
-18;3;-8;-22;10;54;-19;-19
-3;13;1;5;46;103;21;0
-8;-10;0;-2;-11;4;16;11
-1;1;-4;-1;-12;-11;3;-4
6;8;2;-2;-6;3;-9;-34
13;5;10;29;45;31;-17;-3
10;16;14;17;105;46;9;3
-17;-7;-6;3;46;59;-4;-7
-9;-5;-16;-49;-128;-30;-29;-10
1;-4;16;43;76;65;39;19
-5;0;-12;-35;-32;-1;5;20
-14;9;-6;-19;-58;-113;-17;0
15;25;6;5;38;84;21;10
1;-9;-1;42;127;89;11;12
9;0;-6;-5;39;28;-1;-18
4;7;0;-17;-52;62;10;-21
11;11;-3;-22;-75;-66;-16;-65
0;-11;3;31;98;-42;24;64
-12;-3;0;10;46;32;-10;-9
14;0;3;0;24;-46;-21;-8
-12;14;-21;-58;-122;-6;-41;-25
-17;-26;-14;-8;-24;-41;-16;-40
16;11;-8;-21;-61;-40;-5;32
10;7;-2;-13;-39;-2;7;19
-11;-6;-1;-16;-28;4;-18;-13
2;-13;-12;-18;-43;-94;-17;-21
14;-6;5;-11;-6;20;-43;-8
-10;-10;5;9;34;-32;-4;-16
5;3;2;-5;9;-52;-31;21
-17;-5;-18;-35;-92;-65;-49;-31
20;-17;-10;5;55;25;-33;-46
-3;-10;-6;7;-24;-11;33;14
18;-3;8;43;90;127;64;32
0;12;-5;-57;-118;-101;-23;-9
13;-20;5;7;-27;11;-4;4
14;29;15;32;127;127;63;30
-14;-20;-23;-28;-81;-15;-6;-9
2;7;7;32;79;15;9;-1
4;20;6;24;127;127;15;0
-5;-9;-3;-4;-3;42;-19;-13
5;23;9;21;26;-41;12;0
-5;-6;-5;-18;0;70;4;0
6;12;8;17;8;-10;6;0
-8;9;3;15;21;0;25;22
-11;-20;-6;-4;59;30;-15;-2
-13;-19;-3;-14;-24;46;17;-22
-8;-2;-12;-23;-22;-11;17;-35
9;0;6;13;-5;2;3;25
8;27;-3;-3;-16;4;1;-7
-16;-11;-10;-25;-82;-59;-6;-7
18;17;7;6;10;16;8;19
-13;3;0;-10;13;-73;-18;-20
-3;4;-14;-21;-15;14;-41;-18
4;11;14;37;-40;-32;-7;3
-8;-11;-12;-12;-30;-106;2;5
-7;-15;-9;-36;-68;-27;-19;-38
0;7;10;18;82;9;7;4
0;-1;19;43;69;-24;5;25
13;-6;-6;-9;27;42;-13;-10
-7;-5;-6;-8;-40;29;-4;1
5;-10;2;2;-10;9;-15;2
22;16;8;25;83;1;74;42
3;4;-5;-14;-33;37;22;19
5;-1;-14;-45;-128;-126;-40;12
-4;-12;23;79;127;91;11;13
-6;9;2;5;61;-1;16;13
2;24;-8;-10;-8;20;6;-8
-10;-29;-12;-38;-101;-42;-15;-11
11;4;10;60;127;44;-1;6
21;44;18;44;127;127;31;28
6;-13;-4;15;42;22;1;20
2;12;6;20;-46;-85;-27;-11
-21;-26;3;5;-12;-47;-8;-33
2;-2;-4;3;-47;-128;-22;2
-2;-2;-1;5;1;19;-27;0
-1;3;-15;-39;-12;127;-61;-51
-5;-31;-6;-37;-128;-104;-1;24
5;7;9;37;127;-5;26;8
4;2;-2;-23;-36;18;-5;3
1;12;18;59;127;127;29;12
2;4;-3;9;-1;-29;-4;1
-18;1;1;-5;-16;-1;-2;-17
28;-20;-7;-15;-66;45;-7;24
-15;-11;8;7;-43;-56;7;-8
-11;-1;-4;-3;0;9;6;-1
6;2;-9;-19;-65;-69;-7;0
-10;-20;-5;5;-28;-16;-1;-1
5;2;2;-15;-44;8;21;0
1;21;2;-5;106;127;8;12
-2;-21;-3;31;60;2;23;11
3;16;2;18;15;-22;-1;-5
-8;-1;-3;-14;-39;-27;-20;4
-6;0;-15;-48;-114;-67;-13;-2
-1;-12;-3;-6;-26;7;35;22
6;10;0;-15;-112;-92;-42;-32
15;2;-6;4;95;95;41;18
4;19;8;7;17;37;11;20
6;5;25;43;127;80;47;37
9;-14;-16;-15;-26;-67;-18;44
-9;11;3;5;-21;49;26;30
10;8;5;8;10;-16;-16;-3
-4;14;-3;-17;-86;-65;3;-4
